#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026        GREAT GAME,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
3412,,Severnaya Zvezda,russia,ca,,,,,,
3413,,Severnyi Oryol,russia,ca,,,,,,
3414,,Slava Rossii,russia,ca,,,,,,
3415,,Derbent,russia,ca,,,,,,
3416,,Blagopoluchiye,russia,ca,,,,,,
3417,,Deris,russia,ca,,,,,,
3418,,Vitiaz,russia,cl,,,,,,
3419,,Rynda,russia,cl,,,,,,
3420,,Admiral Kornilov,russia,cl,,,,,,
3421,,Diana,russia,cl,,,,,,
3422,,Aurora,russia,cl,,,,,,
3423,,Varyag,russia,cl,,,,,,
3424,,Askold,russia,cl,,,,,,
3425,,Bogatyr,russia,cl,,,,,,
3426,,Kagul,russia,cl,,,,,,
3427,,Ochakov,russia,cl,,,,,,
3428,,Pamiat Merkuria,russia,cl,,,,,,
3429,,Oleg,russia,cl,,,,,,
3430,,Novik,russia,cl,,,,,,
3431,,Boyarin,russia,cl,,,,,,
3432,,Zhemchug,russia,cl,,,,,,
3433,,Izumrud,russia,cl,,,,,,
3434,,Prut,russia,cl,,,,,,
3435,,Muraviev-Amurski,russia,cl,,,,,,
3436,,Admiral Nevel‘skoi,russia,cl,,,,,,
3437,,Svetlana,russia,cl,,,,,,
3438,,Almaz,russia,cl,,,,,,
3439,,Leytenant Ilyin,russia,cl,,,,,,
3440,,Kapitan Saken,russia,cl,,,,,,
3441,,Kazarskii,russia,cl,,,,,,
3442,,Voyevoda,russia,cl,,,,,,
3443,,Posadnik,russia,cl,,,,,,
3444,,Vsadnik,russia,cl,,,,,,
3445,,Gaidamak,russia,cl,,,,,,
3446,,Griden,russia,cl,,,,,,
3447,,Abrek,russia,cl,,,,,,
3448,,Kavkaz,russia,cl,,,,,,
3449,,Kuban,russia,cl,,,,,,
3450,,Don,russia,cl,,,,,,
3451,,Ural,russia,cl,,,,,,
3452,,Terek,russia,cl,,,,,,
3453,,Dnepr,russia,cl,,,,,,
3454,,Volga,russia,cl,,,,,,
3455,,Rion,russia,cl,,,,,,
3456,,Rus,russia,cl,,,,,,
3457,,Leitenant Dadymov,russia,cl,,,,,,
3458,,Profintern,russia,cl,,,,,,
3459,,Admiral Butakov,russia,cl,,,,,,
3460,,Admiral Spiridov,russia,cl,,,,,,
3461,,Admiral Greig,russia,cl,,,,,,
3462,,Admiral Lazarev,russia,cl,,,,,,
3463,,General Kornilov,russia,cl,,,,,,
3464,,Admiral Istomin,russia,cl,,,,,,
3465,,Kerch,russia,cl,,,,,,
3466,,Mikhail Kutuzov,russia,cl,,,,,,
3467,,Tallin,russia,cl,,,,,,
3468,,Dmitrii Pozharskii,russia,cl,,,,,,
3469,,Sokol,russia,dd,,,,,,
3470,,Yastreb,russia,dd,,,,,,
3471,,Korshun,russia,dd,,,,,,
3472,,Nyrok,russia,dd,,,,,,
3473,,Voron,russia,dd,,,,,,
3474,,Gagara,russia,dd,,,,,,
3475,,Filin,russia,dd,,,,,,
3476,,Sova,russia,dd,,,,,,
3477,,Albatros,russia,dd,,,,,,
3478,,Berkut,russia,dd,,,,,,
3479,,Krechet,russia,dd,,,,,,
3480,,Lebed,russia,dd,,,,,,
3481,,Pelikan,russia,dd,,,,,,
3482,,Pavlin,russia,dd,,,,,,
3483,,Fazan,russia,dd,,,,,,
3484,,Kondor,russia,dd,,,,,,
3485,,Bekas,russia,dd,,,,,,
3486,,Smelyi,russia,dd,,,,,,
3487,,Skoryi,russia,dd,,,,,,
3488,,Statnyi,russia,dd,,,,,,
3489,,Steregushchiy,russia,dd,,,,,,
3490,,Strashnyi,russia,dd,,,,,,
3491,,Storozhevoy,russia,dd,,,,,,
3492,,Sil‘nyi,russia,dd,,,,,,
3493,,Stroynyi,russia,dd,,,,,,
3494,,Razyashchiy,russia,dd,,,,,,
3495,,Rastoropnyi,russia,dd,,,,,,
3496,,Leitenant Burakov,russia,dd,,,,,,
3497,,Buinyi,russia,dd,,,,,,
3498,,Boikiy,russia,dd,,,,,,
3499,,Burnyi,russia,dd,,,,,,
3500,,Bravyi,russia,dd,,,,,,
3501,,Blestyashchiy,russia,dd,,,,,,
3502,,Bedovyi,russia,dd,,,,,,
3503,,Bodryi,russia,dd,,,,,,
3504,,Bezuprechnyi,russia,dd,,,,,,
3505,,Vidnyi,russia,dd,,,,,,
3506,,Groznyi,russia,dd,,,,,,
3507,,Gromkiy,russia,dd,,,,,,
3508,,Gromiashchiy,russia,dd,,,,,,
3509,,Zavetnyi,russia,dd,,,,,,
3510,,Zavidnyi,russia,dd,,,,,,
3511,,Zhivoy,russia,dd,,,,,,
3512,,Rybets,russia,dd,,,,,,
3513,,Zhutkiy,russia,dd,,,,,,
3514,,Zharkiy,russia,dd,,,,,,
3515,,Zhivuchiy,russia,dd,,,,,,
3516,,Leitenant Pushchin,russia,dd,,,,,,
3517,,Zadornyi,russia,dd,,,,,,
3518,,Zvonkiy,russia,dd,,,,,,
3519,,Zorkiy,russia,dd,,,,,,
3520,,Metkiy,russia,dd,,,,,,
3521,,Molodetskiy,russia,dd,,,,,,
3522,,Moshchnyi,russia,dd,,,,,,
3523,,Iskusnyi,russia,dd,,,,,,
3524,,Ispolnitelnyi,russia,dd,,,,,,
3525,,Krepkiy,russia,dd,,,,,,
3526,,Liogkiy,russia,dd,,,,,,
3527,,Lovkiy,russia,dd,,,,,,
3528,,Letuchiy,russia,dd,,,,,,
3529,,Likhoy,russia,dd,,,,,,
3530,,Tviordyi,russia,dd,,,,,,
3531,,Tochnyi,russia,dd,,,,,,
3532,,Trevozhnyi,russia,dd,,,,,,
3533,,Inzhener-Leitenant Maleev,russia,dd,,,,,,
3534,,Kapitan Yurasovskiy,russia,dd,,,,,,
3535,,Leitenant Sergeev,russia,dd,,,,,,
3536,,Inzhener-mekhanik Zverev,russia,dd,,,,,,
3537,,Inzhener-mekhanik Dmitriev,russia,dd,,,,,,
3538,,Bditelnyi,russia,dd,,,,,,
3539,,Boevoi,russia,dd,,,,,,
3540,,Vnimatelnyi,russia,dd,,,,,,
3541,,Vynoslivyi,russia,dd,,,,,,
3542,,Vnushitelnyi,russia,dd,,,,,,
3543,,Del‘nyi,russia,dd,,,,,,
3544,,Deyatel‘nyi,russia,dd,,,,,,
3545,,Dostoinyi,russia,dd,,,,,,
3546,,Emir Bukharskiy,russia,dd,,,,,,
3547,,Finn,russia,dd,,,,,,
3548,,Moskvityanin,russia,dd,,,,,,
3549,,Dobrovolets,russia,dd,,,,,,
3550,,Vsadnik,russia,dd,,,,,,
3551,,Sladkov,russia,dd,,,,,,
3552,,Gaidamak,russia,dd,,,,,,
3553,,Amurets,russia,dd,,,,,,
3554,,Zhelezniakov,russia,dd,,,,,,
3555,,Ussuriets,russia,dd,,,,,,
3556,,Roshal,russia,dd,,,,,,
3557,,Okhotnik,russia,dd,,,,,,
3558,,General Kondratenko,russia,dd,,,,,,
3559,,Sibirskiy strelok,russia,dd,,,,,,
3560,,Pogranichnik,russia,dd,,,,,,
3561,,Voiskovoy,russia,dd,,,,,,
3562,,Trukhmenets,russia,dd,,,,,,
3563,,Kazanets,russia,dd,,,,,,
3564,,Donskoy Kazak,russia,dd,,,,,,
3565,,Zabaykalets,russia,dd,,,,,,
3566,,Leitenant Shestakov,russia,dd,,,,,,
3567,,Kapitan Saken,russia,dd,,,,,,
3568,,Kapitan-leitenant Baranov,russia,dd,,,,,,
3569,,Leytenant Zatsarenni,russia,dd,,,,,,
3570,,Derzky,russia,dd,,,,,,
3571,,Bespokoiny,russia,dd,,,,,,
3572,,Gnevnyi,russia,dd,,,,,,
3573,,Derzkiy,russia,dd,,,,,,
3574,,Pronzitelnyi,russia,dd,,,,,,
3575,,Pospeshnyi,russia,dd,,,,,,
3576,,Shchastlivyi,russia,dd,,,,,,
3577,,Bystryi,russia,dd,,,,,,
3578,,Pylkiy,russia,dd,,,,,,
3579,,Pobeditel,russia,dd,,,,,,
3580,,Zabiyaka,russia,dd,,,,,,
3581,,Grom,russia,dd,,,,,,
3582,,Orfey,russia,dd,,,,,,
3583,,Letun,russia,dd,,,,,,
3584,,Desna,russia,dd,,,,,,
3585,,Azard,russia,dd,,,,,,
3586,,Samson,russia,dd,,,,,,
3587,,Gavril,russia,dd,,,,,,
3588,,Leitenant Ilyin,russia,dd,,,,,,
3589,,Kapitan Izylmetyev,russia,dd,,,,,,
3590,,Gavriil,russia,dd,,,,,,
3591,,Kapitan Belli,russia,dd,,,,,,
3592,,Miklukho-Maklay,russia,dd,,,,,,
3593,,Kapitan Kern,russia,dd,,,,,,
3594,,Konstantin,russia,dd,,,,,,
3595,,Dzhigit,russia,dd,,,,,,
3596,,Vladimir,russia,dd,,,,,,
3597,,Kapitan Konon Zotov,russia,dd,,,,,,
3598,,Kapitan Crown,russia,dd,,,,,,
3599,,Leitenant Dubasov,russia,dd,,,,,,
3600,,Mikhail,russia,dd,,,,,,
3601,,Mecheslav,russia,dd,,,,,,
3602,,Leitenant Lombard,russia,dd,,,,,,
3603,,Almirante Guise,russia,dd,,,,,,
3604,,Avtroil,russia,dd,,,,,,
3605,,Izyaslav,russia,dd,,,,,,
3606,,Vsevolod,russia,dd,,,,,,
3607,,Vysheslav,russia,dd,,,,,,
3608,,Rodislav,russia,dd,,,,,,
3609,,Boleslav,russia,dd,,,,,,
3610,,Gromonosets,russia,dd,,,,,,
3611,,Pryamislav,russia,dd,,,,,,
3612,,Bryachislav,russia,dd,,,,,,
3613,,Fiodor Stratilat,russia,dd,,,,,,
3614,,Fidonisy,russia,dd,,,,,,
3615,,Gadzhibey,russia,dd,,,,,,
3616,,Kaliakriya,russia,dd,,,,,,
3617,,Zante,russia,dd,,,,,,
3618,,Gogland,russia,dd,,,,,,
3619,,Kulm,russia,dd,,,,,,
3620,,Delfin,russia,ss,,,,,,
3621,,Kasatka,russia,ss,,,,,,
3622,,Ugor,russia,ss,,,,,,
3623,,Forel,russia,ss,,,,,,
3624,,Osetr,russia,ss,,,,,,
3625,,Bychok,russia,ss,,,,,,
3626,,Kefal,russia,ss,,,,,,
3627,,Paltus,russia,ss,,,,,,
3628,,Plotva,russia,ss,,,,,,
3629,,Sig,russia,ss,,,,,,
3630,,Keta,russia,ss,,,,,,
3631,,Makrel,russia,ss,,,,,,
3632,,Nalim,russia,ss,,,,,,
3633,,Okun,russia,ss,,,,,,
3634,,Skat,russia,ss,,,,,,
3635,,Som,russia,ss,,,,,,
3636,,Beluga,russia,ss,,,,,,
3637,,Losos,russia,ss,,,,,,
3638,,Peskar,russia,ss,,,,,,
3639,,Schuka,russia,ss,,,,,,
3640,,Sterlya,russia,ss,,,,,,
3641,,Sudak,russia,ss,,,,,,
3642,,Minoga,russia,ss,,,,,,
3643,,Akula,russia,ss,,,,,,
3644,,Karp,russia,ss,,,,,,
3645,,Kaiman,russia,ss,,,,,,
3646,,Morzh,russia,ss,,,,,,
3647,,Narval,russia,ss,,,,,,
3648,,Krab,russia,ss,,,,,,
3649,,Golland,russia,ss,,,,,,
3650,,Bars,russia,ss,,,,,,
3651,,Kambala,russia,ss,,,,,,
3652,,Karas,russia,ss,,,,,,
3653,,Alligator,russia,ss,,,,,,
3654,,Krokodil,russia,ss,,,,,,
3655,,Drakon,russia,ss,,,,,,
3656,,Vzryv,russia,tb,,,,,,
3657,,Batum,russia,tb,,,,,,
3658,,Sukhum,russia,tb,,,,,,
3659,,Poti,russia,tb,,,,,,
3660,,Gagry,russia,tb,,,,,,
3661,,Gelendjik,russia,tb,,,,,,
3662,,Kotlin,russia,tb,,,,,,
3663,,Sveaborg,russia,tb,,,,,,
3664,,Vyborg,russia,tb,,,,,,
3665,,Abo,russia,tb,,,,,,
3666,,Yalta,russia,tb,,,,,,
3667,,Yanchikhe,russia,tb,,,,,,
3668,,Adler,russia,tb,,,,,,
3669,,Anakriya,russia,tb,,,,,,
3670,,Nargen,russia,tb,,,,,,
3671,,Biorke,russia,tb,,,,,,
3672,,Borgo,russia,tb,,,,,,
3673,,Anara,russia,tb,,,,,,
3674,,Dago,russia,tb,,,,,,
3675,,Pernov,russia,tb,,,,,,
3676,,Tosna,russia,tb,,,,,,
3677,,Aspe,russia,tb,,,,,,
3678,,Sestroretsk,russia,tb,,,,,,
3679,,Ussuri,russia,tb,,,,,,
3680,,Lastochka,russia,tb,,,,,,
3681,,Podvizhnyy,russia,tb,,,,,,
3682,,Poryvistyy,russia,tb,,,,,,
3683,,Primernyy,russia,tb,,,,,,
3684,,Porazhayushchiy,russia,tb,,,,,,
3685,,Prozorlivyy,russia,tb,,,,,,
3686,,Pronzitelnyy,russia,tb,,,,,,
3687,,Vnimatelnyy,russia,tb,,,,,,
3688,,Lyotnyy,russia,tb,,,,,,
3689,,Drakon,russia,tb,,,,,,
3690,,Vorona,russia,tb,,,,,,
3691,,Oryol,russia,tb,,,,,,
3692,,Kefal,russia,tb,,,,,,
3693,,Chizhik,russia,tb,,,,,,
3694,,Galka,russia,tb,,,,,,
3695,,Kasatka,russia,tb,,,,,,
3696,,Podorozhnik,russia,tb,,,,,,
3697,,Selezen,russia,tb,,,,,,
3698,,Mech,russia,tb,,,,,,
3699,,Samopal,russia,tb,,,,,,
3700,,Shchuka,russia,tb,,,,,,
3701,,Skumbriya,russia,tb,,,,,,
3702,,Sirena,russia,tb,,,,,,
3703,,Skorpion,russia,tb,,,,,,
3704,,Nerpa,russia,ss,,,,,,
3705,,Tyulen,russia,ss,,,,,,
3706,,Kit,russia,ss,,,,,,
3707,,Kashalot,russia,ss,,,,,,
3708,,Edinorog,russia,ss,,,,,,
3709,,Gepard,russia,ss,,,,,,
3710,,Kuguar,russia,ss,,,,,,
3711,,Leopard,russia,ss,,,,,,
3712,,Lvitsa,russia,ss,,,,,,
3713,,Pantera,russia,ss,,,,,,
3714,,Tigr,russia,ss,,,,,,
3715,,Tur,russia,ss,,,,,,
3716,,Vepr,russia,ss,,,,,,
3717,,Volk,russia,ss,,,,,,
3718,,Yaguar,russia,ss,,,,,,
3719,,Yaz,russia,ss,,,,,,
3720,,Zmeya,russia,ss,,,,,,
3721,,Erzh,russia,ss,,,,,,
3722,,Burevestnik,russia,ss,,,,,,
3723,,Lebed,russia,ss,,,,,,
3724,,Orlan,russia,ss,,,,,,
3725,,Utka,russia,ss,,,,,,
3726,,Dekabrist,russia,ss,,,,,,
3727,,Pravda,russia,ss,,,,,,
3728,,Malyutka,russia,ss,,,,,,
3729,,Zvezda,russia,ss,,,,,,
3730,,Iskra,russia,ss,,,,,,
##,,,###,,,,,,,
3732,,Alejandro I,spain,bb,,,,,,
3733,,Alfonso XIII,spain,bb,,,,,,
3734,,Algeciras,spain,bb,,,,,,
3735,,Almudena,spain,bb,,,,,,
3736,,América,spain,bb,,,,,,
3737,,Andalucía,spain,bb,,,,,,
3738,,Ángel de la Guarda,spain,bb,,,,,,
3739,,Aquiles,spain,bb,,,,,,
3740,,Aquilón,spain,bb,,,,,,
3741,,Argonauta,spain,bb,,,,,,
3742,,Arrogante,spain,bb,,,,,,
3743,,Astuto,spain,bb,,,,,,
3744,,Atlante,spain,bb,,,,,,
3745,,Ave de Gracia,spain,bb,,,,,,
3746,,Bahama,spain,bb,,,,,,
3747,,Begoña,spain,bb,,,,,,
3748,,Bizarro,spain,bb,,,,,,
3749,,Brillante,spain,bb,,,,,,
3750,,Buen Consejo,spain,bb,,,,,,
3751,,Cambi,spain,bb,,,,,,
3752,,Campeón,spain,bb,,,,,,
3753,,Carmen,spain,bb,,,,,,
3754,,Castilla,spain,bb,,,,,,
3755,,Catalán,spain,bb,,,,,,
3756,,Censeur,spain,bb,,,,,,
3757,,Concepción,spain,bb,,,,,,
3758,,Conde de Regla,spain,bb,,,,,,
3759,,Conde de Tolosa,spain,bb,,,,,,
3760,,Conquistador,spain,bb,,,,,,
3761,,Constante,spain,bb,,,,,,
3762,,Contento,spain,bb,,,,,,
3763,,Dichoso,spain,bb,,,,,,
3764,,Diligente,spain,bb,,,,,,
3765,,Dragón,spain,bb,,,,,,
3766,,Emprendedor,spain,bb,,,,,,
3767,,Eolo,spain,bb,,,,,,
3768,,España,spain,bb,,,,,,
3769,,Esperanza,spain,bb,,,,,,
3770,,Estrella del Mar,spain,bb,,,,,,
3771,,Europa,spain,bb,,,,,,
3772,,Fama Volante,spain,bb,,,,,,
3773,,Fénix,spain,bb,,,,,,
3774,,Fernando VII,spain,bb,,,,,,
3775,,Firme,spain,bb,,,,,,
3776,,Fuerte,spain,bb,,,,,,
3777,,Galga,spain,bb,,,,,,
3778,,Galicia,spain,bb,,,,,,
3779,,Gallardo,spain,bb,,,,,,
3780,,Gallo Indiano,spain,bb,,,,,,
3781,,Genovés,spain,bb,,,,,,
3782,,Glorioso,spain,bb,,,,,,
3783,,Guadalupe,spain,bb,,,,,,
3784,,Guerrero,spain,bb,,,,,,
3785,,Guipúzcoa,spain,bb,,,,,,
3786,,Guipuzcoano,spain,bb,,,,,,
3787,,Halcón,spain,bb,,,,,,
3788,,Hector,spain,bb,,,,,,
3789,,Hércules,spain,bb,,,,,,
3790,,Hermione,spain,bb,,,,,,
3791,,Héroe,spain,bb,,,,,,
3792,,Incendio,spain,bb,,,,,,
3793,,Infanta,spain,bb,,,,,,
3794,,Infante,spain,bb,,,,,,
3795,,Intrépido,spain,bb,,,,,,
3796,,Invencible,spain,bb,,,,,,
3797,,Jaime I,spain,bb,,,,,,
3798,,Lanfranco,spain,bb,,,,,,
3799,,Las Vinas,spain,bb,,,,,,
3800,,Le Ferme,spain,bb,,,,,,
3801,,León,spain,bb,,,,,,
3802,,Magnánimo,spain,bb,,,,,,
3803,,Mejicano,spain,bb,,,,,,
3804,,Miño,spain,bb,,,,,,
3805,,Monarca,spain,bb,,,,,,
3806,,Montañés,spain,bb,,,,,,
3807,,Neptuno,spain,bb,,,,,,
3808,,Nueva España,spain,bb,,,,,,
3809,,Numancia I,spain,bb,,,,,,
3810,,Oriente,spain,bb,,,,,,
3811,,Paloma Indiana,spain,bb,,,,,,
3812,,Pelayo,spain,bb,,,,,,
3813,,Pembroke,spain,bb,,,,,,
3814,,Peruano,spain,bb,,,,,,
3815,,Plutón,spain,bb,,,,,,
3816,,Poder,spain,bb,,,,,,
3817,,Poderoso,spain,bb,,,,,,
3818,,Potencia,spain,bb,,,,,,
3819,,Princesa,spain,bb,,,,,,
3820,,Príncipe,spain,bb,,,,,,
3821,,Príncipe de Asturias,spain,bb,,,,,,
3822,,Purísima Concepcion,spain,bb,,,,,,
3823,,Rayo,spain,bb,,,,,,
3824,,Real Carlos,spain,bb,,,,,,
3825,,Real Familia,spain,bb,,,,,,
3826,,Real Felipe,spain,bb,,,,,,
3827,,Real Mazi,spain,bb,,,,,,
3828,,Reina,spain,bb,,,,,,
3829,,Reina Luisa,spain,bb,,,,,,
3830,,Reina Victoria Eugenia,spain,bb,,,,,,
3831,,Retiro,spain,bb,,,,,,
3832,,Rey Don Francisco de Asís,spain,bb,,,,,,
3833,,Rosa,spain,bb,,,,,,
3834,,Rubí,spain,bb,,,,,,
3835,,Salvador del Mundo,spain,bb,,,,,,
3836,,San Agustín,spain,bb,,,,,,
3837,,San Alejandro,spain,bb,,,,,,
3838,,San Antonio,spain,bb,,,,,,
3839,,San Carlos,spain,bb,,,,,,
3840,,San Cristobal,spain,bb,,,,,,
3841,,San Dámaso,spain,bb,,,,,,
3842,,San Dionisio,spain,bb,,,,,,
3843,,San Esteban,spain,bb,,,,,,
3844,,San Eugenio,spain,bb,,,,,,
3845,,San Felipe,spain,bb,,,,,,
3846,,San Felipe Apostol,spain,bb,,,,,,
3847,,San Fermín,spain,bb,,,,,,
3848,,San Fernando,spain,bb,,,,,,
3849,,San Foit,spain,bb,,,,,,
3850,,San Francisco,spain,bb,,,,,,
3851,,San Francisco de Asís,spain,bb,,,,,,
3852,,San Francisco de Paula,spain,bb,,,,,,
3853,,San Francisco Javier,spain,bb,,,,,,
3854,,San Fulgencio,spain,bb,,,,,,
3855,,San Gabriel 74,spain,bb,,,,,,
3856,,San Genaro,spain,bb,,,,,,
3857,,San Hermenegildo,spain,bb,,,,,,
3858,,San Ignacio,spain,bb,,,,,,
3859,,San Ildefons,spain,bb,,,,,,
3860,,San Isidoro,spain,bb,,,,,,
3861,,San Isidro,spain,bb,,,,,,
3862,,San Joaquín,spain,bb,,,,,,
3863,,San José,spain,bb,,,,,,
3864,,San Joseph,spain,bb,,,,,,
3865,,San Juan,spain,bb,,,,,,
3866,,San Juan Bautista,spain,bb,,,,,,
3867,,San Juan de Dios,spain,bb,,,,,,
3868,,San Juan de Sahagún,spain,bb,,,,,,
3869,,San Juan Nepomuceno,spain,bb,,,,,,
3870,,San Julián,spain,bb,,,,,,
3871,,San Justo,spain,bb,,,,,,
3872,,San Lorenzo,spain,bb,,,,,,
3873,,San Luis,spain,bb,,,,,,
3874,,San Luis Gonzaga,spain,bb,,,,,,
3875,,San Miguel,spain,bb,,,,,,
3876,,San Nicolás,spain,bb,,,,,,
3877,,San Pablo,spain,bb,,,,,,
3878,,San Pascual,spain,bb,,,,,,
3879,,San Pastor,spain,bb,,,,,,
3880,,San Pedro,spain,bb,,,,,,
3881,,San Pedro Alcántara,spain,bb,,,,,,
3882,,San Pedro Apóstol,spain,bb,,,,,,
3883,,San Rafael,spain,bb,,,,,,
3884,,San Ramón,spain,bb,,,,,,
3885,,San Sebastián,spain,bb,,,,,,
3886,,San Telmo,spain,bb,,,,,,
3887,,San Vicente,spain,bb,,,,,,
3888,,Santa Ana,spain,bb,,,,,,
3889,,Santa Barbara,spain,bb,,,,,,
3890,,Santa Isabel,spain,bb,,,,,,
3891,,Santa Rosa,spain,bb,,,,,,
3892,,Santa Rosa Palermo,spain,bb,,,,,,
3893,,Santa Teresa,spain,bb,,,,,,
3894,,Santiago,spain,bb,,,,,,
3895,,Santiago el Mayor,spain,bb,,,,,,
3896,,Santísima Trinidad,spain,bb,,,,,,
3897,,Santo Cristo de Burgos,spain,bb,,,,,,
3898,,Santo Domingo,spain,bb,,,,,,
3899,,Santo Tomas,spain,bb,,,,,,
3900,,Septentrión,spain,bb,,,,,,
3901,,Serio,spain,bb,,,,,,
3902,,Soberano,spain,bb,,,,,,
3903,,Soberbio,spain,bb,,,,,,
3904,,Terrible,spain,bb,,,,,,
3905,,Tigre,spain,bb,,,,,,
3906,,Tridente,spain,bb,,,,,,
3907,,Triunfante,spain,bb,,,,,,
3908,,Triunfo,spain,bb,,,,,,
3909,,Velasco,spain,bb,,,,,,
3910,,Vencedor,spain,bb,,,,,,
3911,,Victoria,spain,bb,,,,,,
3912,,Victorioso,spain,bb,,,,,,
3913,,Águila,spain,bc,,,,,,
3914,,Águila de Nantes,spain,bc,,,,,,
3915,,Águila Volante,spain,bc,,,,,,
3916,,Andalucia,spain,bc,,,,,,
3917,,Andalucia Baja,spain,bc,,,,,,
3918,,Anfítrite,spain,bc,,,,,,
3919,,Aretusa,spain,bc,,,,,,
3920,,Astrea Santa Bárbara,spain,bc,,,,,,
3921,,Astrolabio,spain,bc,,,,,,
3922,,Atocha,spain,bc,,,,,,
3923,,Aurora,spain,bc,,,,,,
3924,,Bailén,spain,bc,,,,,,
3925,,Burlandín,spain,bc,,,,,,
3926,,Ceres,spain,bc,,,,,,
3927,,Colón,spain,bc,,,,,,
3928,,Conde de Tolosa,spain,bc,,,,,,
3929,,Cornelia,spain,bc,,,,,,
3930,,Cortes,spain,bc,,,,,,
3931,,Diana,spain,bc,,,,,,
3932,,Dorada,spain,bc,,,,,,
3933,,El Burlando,spain,bc,,,,,,
3934,,El Chico,spain,bc,,,,,,
3935,,El Jardín de Tritón,spain,bc,,,,,,
3936,,El Real Jorge,spain,bc,,,,,,
3937,,El Selerais,spain,bc,,,,,,
3938,,Esmeralda,spain,bc,,,,,,
3939,,Esperanza,spain,bc,,,,,,
3940,,Estrella,spain,bc,,,,,,
3941,,Fama,spain,bc,,,,,,
3942,,Felipillo,spain,bc,,,,,,
3943,,Fenix,spain,bc,,,,,,
3944,,Fernandillo,spain,bc,,,,,,
3945,,Fidela,spain,bc,,,,,,
3946,,Flecha,spain,bc,,,,,,
3947,,Flora,spain,bc,,,,,,
3948,,Gaton,spain,bc,,,,,,
3949,,Gloria,spain,bc,,,,,,
3950,,Gusana,spain,bc,,,,,,
3951,,Hermiona,spain,bc,,,,,,
3952,,Hermione,spain,bc,,,,,,
3953,,Héroe,spain,bc,,,,,,
3954,,Iberia,spain,bc,,,,,,
3955,,Ifigenia,spain,bc,,,,,,
3956,,Iris,spain,bc,,,,,,
3957,,Isabel II,spain,bc,,,,,,
3958,,Juno,spain,bc,,,,,,
3959,,Júpiter,spain,bc,,,,,,
3960,,La Divina Pastora,spain,bc,,,,,,
3961,,La Flora,spain,bc,,,,,,
3962,,La Galga,spain,bc,,,,,,
3963,,La Griega,spain,bc,,,,,,
3964,,La Paloma,spain,bc,,,,,,
3965,,La Señora Sara,spain,bc,,,,,,
3966,,Lealtad,spain,bc,,,,,,
3967,,Ligera,spain,bc,,,,,,
3968,,Mahonesa,spain,bc,,,,,,
3969,,María Isabel,spain,bc,,,,,,
3970,,Medea,spain,bc,,,,,,
3971,,Mercurio,spain,bc,,,,,,
3972,,Minerva,spain,bc,,,,,,
3973,,Aránzazu,spain,bc,,,,,,
3974,,Pilar,spain,bc,,,,,,
3975,,Rosario,spain,bc,,,,,,
3976,,Palas,spain,bc,,,,,,
3977,,Pena,spain,bc,,,,,,
3978,,Peregrina,spain,bc,,,,,,
3979,,Perla,spain,bc,,,,,,
3980,,Perla de España,spain,bc,,,,,,
3981,,Pingue Pintado,spain,bc,,,,,,
3982,,Pingue Volante,spain,bc,,,,,,
3983,,Preciosa,spain,bc,,,,,,
3984,,Principe de Asturias,spain,bc,,,,,,
3985,,Pronta,spain,bc,,,,,,
3986,,Proserpina,spain,bc,,,,,,
3987,,Providencia,spain,bc,,,,,,
3988,,Prueba,spain,bc,,,,,,
3989,,Rebeca,spain,bc,,,,,,
3990,,Reina María Cristina,spain,bc,,,,,,
3991,,San Andrés,spain,bc,,,,,,
3992,,San Antonio de Padua,spain,bc,,,,,,
3993,,San Cayetano,spain,bc,,,,,,
3994,,San Esteban Apedreado,spain,bc,,,,,,
3995,,San Felipe,spain,bc,,,,,,
3996,,San Fernando el Chico,spain,bc,,,,,,
3997,,San Fernando el Pequeño,spain,bc,,,,,,
3998,,San Francisco,spain,bc,,,,,,
3999,,San Francisco Javier,spain,bc,,,,,,
4000,,San Jorge,spain,bc,,,,,,
4001,,Sán Jose,spain,bc,,,,,,
4002,,San Juanico,spain,bc,,,,,,
4003,,San Marcos,spain,bc,,,,,,
4004,,San Miguel,spain,bc,,,,,,
4005,,Santa Águeda,spain,bc,,,,,,
4006,,Santa Ana,spain,bc,,,,,,
4007,,Santa Balbina,spain,bc,,,,,,
4008,,Santa Bárbara,spain,bc,,,,,,
4009,,Santa Bárbara La Chata,spain,bc,,,,,,
4010,,Santa Bibiana,spain,bc,,,,,,
4011,,Santa Brígida,spain,bc,,,,,,
4012,,Santa Casilda,spain,bc,,,,,,
4013,,Santa Catalina,spain,bc,,,,,,
4014,,Santa Cecilia,spain,bc,,,,,,
4015,,Santa Clara,spain,bc,,,,,,
4016,,Santa Cristina,spain,bc,,,,,,
4017,,Santa Dorotea,spain,bc,,,,,,
4018,,Santa Elena,spain,bc,,,,,,
4019,,Santa Escolástica,spain,bc,,,,,,
4020,,Santa Florentina,spain,bc,,,,,,
4021,,Santa Genoveva,spain,bc,,,,,,
